sku,navn,type,leverandor,merke,serie,kategori,nåpris,førpris,farge,tekstil,bredde_cm,høyde_cm,sittehøyde_cm,sittedybde_cm,url
318666,Brunstad Fia,2 seter,Brunstad AS,Brunstad,FIA,2 seter,26020,,Brun,Varde 39 Sepia,110,86,45,52,https://checkout.bohus.no/sofa/2-seter/fia-2-seter-sofa-5
231745,Weston,2 seter,Dominari Grupe UAB,,WESTON,2 seter,11499,19165,Brun,Ecohud lys brun,164,79,46,56,https://checkout.bohus.no/sofa/2-seter/weston-2-seter
320860,Vilmers Nordstrand,"2,5 seter",Vilmers,Vilmers,NORDSTRAND,"2,5 seter",13999,23445,Brun,Dolomite Aluminium,196,79,45,60,https://checkout.bohus.no/sofa/2-seter/nordstrand-2-5-seter-sofa
243745,Brunstad Fia,2 seter,Brunstad AS,Brunstad,FIA,2 seter,21945,29260,Brun,Abby 06 Brown,145,86,45,52,https://checkout.bohus.no/sofa/2-seter/fia-2-seter-1
260241,Weston,2 seter,Dominari Grupe UAB,,WESTON,2 seter,11499,19165,Brun,Ecohud mørk brun,164,79,46,56,https://checkout.bohus.no/sofa/2-seter/weston-2-seter-2
260243,Weston,2 seter,Dominari Grupe UAB,,WESTON,2 seter,11499,19165,Grå,Ecohud grå,164,79,46,56,https://checkout.bohus.no/sofa/2-seter/weston-2-seter-1
275262,Stressless Ella,2 seter med sjeselong,Ekornes AS,Stressless,ELLA,2 seter,48360,69085,Brun,Paloma 43 Almond,227,78,44,55,https://checkout.bohus.no/sofa/2-seter/ella-2-seter-modul-med-sjeselong
275265,Stressless Ella,2 seter,Ekornes AS,Stressless,ELLA,2 seter,35109,50155,Brun,Paloma 40 New cognac,,78,44,55,https://checkout.bohus.no/sofa/2-seter/ella-2-seter
276735,Brunstad Fia,2 seter,Brunstad AS,Brunstad,FIA,2 seter,19999,26740,Grå,Abby 37 Concrete,145,86,45,52,https://checkout.bohus.no/sofa/2-seter/fia-2-seter
318011,Freja,2 seter,Dominari Grupe UAB,,FREJA,2 seter,6999,9332,Grønn,Milo grønn,148,83,46,55,https://checkout.bohus.no/sofa/2-seter/freja-2-seter-sofa
292821,Eton,2 seter,Dominari Grupe UAB,,ETON,2 seter,7999,16600,Grønn,Happy 38 Grønn,156,81,47,57,https://checkout.bohus.no/sofa/2-seter/eton-2-seter
319776,Eton,2 seter,Dominari Grupe UAB,,ETON,2 seter,7999,16600,Beige/natur,Storm 02 Ecru,156,81,47,55,https://checkout.bohus.no/sofa/2-seter/eton-2-seter-sofa-14
319779,Eton,2 seter,Dominari Grupe UAB,,ETON,2 seter,7999,16600,Blå,Storm 71 Linblå,156,81,47,55,https://checkout.bohus.no/sofa/2-seter/eton-2-seter-sofa-17
295372,Eton,2 seter,Dominari Grupe UAB,,ETON,2 seter,7999,16600,Beige/natur,Happy 03 Ecru,156,81,47,57,https://checkout.bohus.no/sofa/2-seter/eton-2-seter-sofa
295373,Eton,2 seter,Dominari Grupe UAB,,ETON,2 seter,7999,16600,Blå,Happy 72 Stålblå,156,81,47,57,https://checkout.bohus.no/sofa/2-seter/eton-2-seter-sofa-1
326566,Vilmers Nordstrand,"2,5 seter",Vilmers,Vilmers,NORDSTRAND,"2,5 seter",23445,,Brun,Diopsid Latte,200,79,45,60,https://checkout.bohus.no/sofa/2-seter/nordstrand-2-5-seter-sofa-10
319772,Eton,2 seter,Dominari Grupe UAB,,ETON,2 seter,16600,,Beige/natur,Mist Beige,156,81,47,55,https://checkout.bohus.no/sofa/2-seter/eton-2-seter-sofa-10
318377,Scapa Noelle,2 seter,Scapa UAB,Scapa,NOELLE,2 seter,28500,,Beige/natur,Hevre 0980 Light beige,161,84,45,56,https://checkout.bohus.no/sofa/2-seter/noelle-2-seter-sofa-1
318486,Vilmers Nordic,"2,5 seter",Vilmers,Vilmers,NORDIC,"2,5 seter",22856,,Brun,Lavastone Sepia,190,82,45,54,https://checkout.bohus.no/sofa/2-seter/nordic-2-5-seter-sofa-6
318490,Vilmers Nordic,"2,5 seter",Vilmers,Vilmers,NORDIC,"2,5 seter",22856,,Beige/natur,Lavastone Linen,190,82,45,54,https://checkout.bohus.no/sofa/2-seter/nordic-2-5-seter-sofa-10
319771,Eton,2 seter,Dominari Grupe UAB,,ETON,2 seter,16600,,Grå,Harmony 9 Lys granitt,156,81,47,55,https://checkout.bohus.no/sofa/2-seter/eton-2-seter-sofa-9
310797,Scapa Oxford,2 seter,Scapa UAB,Scapa,OXFORD,2 seter,12678,19505,Beige/natur,Carlo 1600 Beige,182,87,44,59,https://checkout.bohus.no/sofa/2-seter/oxford-2-seter-sofa-2
310798,Scapa Oxford,2 seter,Scapa UAB,Scapa,OXFORD,2 seter,12678,19505,Grå,Carlo 1604 Light grey,182,87,44,59,https://checkout.bohus.no/sofa/2-seter/oxford-2-seter-sofa-3
310799,Scapa Oxford,2 seter,Scapa UAB,Scapa,OXFORD,2 seter,12678,19505,Grønn,Carlo 1642 Green,182,87,44,59,https://checkout.bohus.no/sofa/2-seter/oxford-2-seter-sofa-4
251890,IMG Melby,2 seter,"IMG avd Skandinavia, Ekornes AS",IMG,MELBY,2 seter,21000,,Grå,Elite Nimbus,148,80,44,50,https://checkout.bohus.no/sofa/2-seter/melby-2-seter-2
266566,IMG Melby,2 seter,"IMG avd Skandinavia, Ekornes AS",IMG,MELBY,2 seter,15550,,Beige/natur,Salsa 154 Stone,148,80,44,50,https://checkout.bohus.no/sofa/2-seter/melby-2-seter-1
266567,IMG Melby,2 seter,"IMG avd Skandinavia, Ekornes AS",IMG,MELBY,2 seter,20680,,Brun,Trend T409 Cognac,148,80,44,50,https://checkout.bohus.no/sofa/2-seter/melby-2-seter
319413,Formfin Free,"2,5 seter",Formfin,Formfin,FREE,"2,5 seter",29750,,Beige/natur,Line beige,177,82,46,52,https://checkout.bohus.no/sofa/2-seter/free-lux-2-5-seter-sofa-5
318487,Vilmers Nordic,"2,5 seter",Vilmers,Vilmers,NORDIC,"2,5 seter",12188,24375,Brun,Tin Cacao,190,82,45,54,https://checkout.bohus.no/sofa/2-seter/nordic-2-5-seter-sofa-7
318488,Vilmers Nordic,"2,5 seter",Vilmers,Vilmers,NORDIC,"2,5 seter",12188,24375,Grå,Tin Steel grey,190,82,45,54,https://checkout.bohus.no/sofa/2-seter/nordic-2-5-seter-sofa-8
318489,Vilmers Nordic,"2,5 seter",Vilmers,Vilmers,NORDIC,"2,5 seter",12188,24375,Grønn,Tin Turtle,190,82,45,54,https://checkout.bohus.no/sofa/2-seter/nordic-2-5-seter-sofa-9
297188,IMG Melby,2 seter,"IMG avd Skandinavia, Ekornes AS",IMG,MELBY,2 seter,18860,,Grå,Stella 85 Sand,154,80,44,53,https://checkout.bohus.no/sofa/2-seter/melby-2-seter-sofa
319766,Eton,2 seter,Dominari Grupe UAB,,ETON,2 seter,7999,16600,Beige/natur,Enardo 28 Beige,156,81,47,55,https://checkout.bohus.no/sofa/2-seter/eton-2-seter-sofa-4
319777,Eton,2 seter,Dominari Grupe UAB,,ETON,2 seter,7999,16600,Beige/natur,Storm 09 Beige,156,81,47,55,https://checkout.bohus.no/sofa/2-seter/eton-2-seter-sofa-15
319778,Eton,2 seter,Dominari Grupe UAB,,ETON,2 seter,7999,16600,Grønn,Storm 2534 Grønn,156,81,47,55,https://checkout.bohus.no/sofa/2-seter/eton-2-seter-sofa-16
322646,Brunstad Storfjord,"2,5 seter",Brunstad AS,Brunstad,STORFJORD,"2,5 seter",22360,,Beige/natur,Lumos 31 Sand,156,74,46,52,https://checkout.bohus.no/sofa/2-seter/storfjord-2-5-seter-sofa
321012,Vilmers Nordstrand,"2,5 seter",Vilmers,Vilmers,NORDSTRAND,"2,5 seter",13999,23445,Brun,Dolomite Driftwood,196,79,45,60,https://checkout.bohus.no/sofa/2-seter/nordstrand-2-5-seter-sofa-1
321013,Vilmers Nordstrand,"2,5 seter",Vilmers,Vilmers,NORDSTRAND,"2,5 seter",13999,23445,Grønn,Dolomite Myrtle,196,79,45,60,https://checkout.bohus.no/sofa/2-seter/nordstrand-2-5-seter-sofa-2
321014,Vilmers Nordstrand,"2,5 seter",Vilmers,Vilmers,NORDSTRAND,"2,5 seter",13999,23445,Beige/natur,Dolomite Solitary star,196,79,45,60,https://checkout.bohus.no/sofa/2-seter/nordstrand-2-5-seter-sofa-3
306453,Diego,2 seter,Home Group Lithuania UAB,,DIEGO,2 seter,18099,,Grå,Beatto 1019 Grey,204,85,43,75,https://checkout.bohus.no/sofa/2-seter/diego-2-seter-sofa
306454,Diego,2 seter,Home Group Lithuania UAB,,DIEGO,2 seter,18099,,Grå,Beatto 1023 Green grey,204,85,43,75,https://checkout.bohus.no/sofa/2-seter/diego-2-seter-sofa-1
306455,Diego,2 seter,Home Group Lithuania UAB,,DIEGO,2 seter,18099,,Grå,Beatto 1026 Medium grey,204,85,43,75,https://checkout.bohus.no/sofa/2-seter/diego-2-seter-sofa-2
306456,Diego,2 seter,Home Group Lithuania UAB,,DIEGO,2 seter,18099,,Grå,Beatto 1027 Light grey,204,85,43,75,https://checkout.bohus.no/sofa/2-seter/diego-2-seter-sofa-3
306457,Diego,2 seter,Home Group Lithuania UAB,,DIEGO,2 seter,18099,,Beige/natur,Beatto 1062 Ivory,204,85,43,75,https://checkout.bohus.no/sofa/2-seter/diego-2-seter-sofa-4
308799,Formfin Free,"2,5 seter",Formfin,Formfin,FREE,"2,5 seter",29750,,Grønn,Sara grønn,177,82,46,52,https://checkout.bohus.no/sofa/2-seter/free-lux-2-5-seter-sofa
308812,Formfin Free,"2,5 seter",Formfin,Formfin,FREE,"2,5 seter",29750,,Grå,Sara koks,177,82,46,52,https://checkout.bohus.no/sofa/2-seter/free-lux-2-5-seter-sofa-1
310795,Scapa Oxford,2 seter,Scapa UAB,Scapa,OXFORD,2 seter,18720,,Grå,Amra 1610 Anthracite,182,87,44,59,https://checkout.bohus.no/sofa/2-seter/oxford-2-seter-sofa
310796,Scapa Oxford,2 seter,Scapa UAB,Scapa,OXFORD,2 seter,18720,,Hvit,Amra 1611 White,182,87,44,59,https://checkout.bohus.no/sofa/2-seter/oxford-2-seter-sofa-1
323970,Formfin Modo,3 seter,Formfin,Formfin,MODO,3 seter,22425,34500,Blå,Flø blå,238,65,42,57,https://checkout.bohus.no/modo-2-seter-sofa
323971,Formfin Modo,3 seter,Formfin,Formfin,MODO,3 seter,22425,34500,Beige/natur,Flø mocca,238,65,42,57,https://checkout.bohus.no/modo-2-seter-sofa-1
325460,Brunstad Storfjord,"2,5 seter",Brunstad AS,Brunstad,STORFJORD,"2,5 seter",12235,24470,Brun,Lord 176 Sepia,156,82,46,52,https://checkout.bohus.no/sofa/2-seter/storfjord-2-5-seter-sofa-2
325461,Brunstad Storfjord,"2,5 seter",Brunstad AS,Brunstad,STORFJORD,"2,5 seter",11180,22360,Beige/natur,Varde 28 Kitt,156,82,46,52,https://checkout.bohus.no/sofa/2-seter/storfjord-2-5-seter-sofa-3
325463,Brunstad Storfjord,"2,5 seter",Brunstad AS,Brunstad,STORFJORD,"2,5 seter",11180,22360,Brun,Varde 39 Sepia,156,82,46,52,https://checkout.bohus.no/sofa/2-seter/storfjord-2-5-seter-sofa-5
325464,Brunstad Storfjord,"2,5 seter",Brunstad AS,Brunstad,STORFJORD,"2,5 seter",12235,24470,Beige/natur,Lord 110 Linen,156,82,46,52,https://checkout.bohus.no/sofa/2-seter/storfjord-2-5-seter-sofa-6
325465,Brunstad Storfjord,"2,5 seter",Brunstad AS,Brunstad,STORFJORD,"2,5 seter",12235,24470,Brun,Lord 176 Sepia,156,82,46,52,https://checkout.bohus.no/sofa/2-seter/storfjord-2-5-seter-sofa-7
325466,Brunstad Storfjord,"2,5 seter",Brunstad AS,Brunstad,STORFJORD,"2,5 seter",11180,22360,Beige/natur,Varde 28 Kitt,156,82,46,52,https://checkout.bohus.no/sofa/2-seter/storfjord-2-5-seter-sofa-8
325471,Brunstad Storfjord,"2,5 seter",Brunstad AS,Brunstad,STORFJORD,"2,5 seter",10555,21110,Beige/natur,Varde 28 Kitt,156,82,46,52,https://checkout.bohus.no/sofa/2-seter/storfjord-2-5-seter-sofa-13
325474,Brunstad Storfjord,"2,5 seter",Brunstad AS,Brunstad,STORFJORD,"2,5 seter",11590,23180,Beige/natur,Lord 110 Linen,156,82,46,52,https://checkout.bohus.no/sofa/2-seter/storfjord-2-5-seter-sofa-16
325475,Brunstad Storfjord,"2,5 seter",Brunstad AS,Brunstad,STORFJORD,"2,5 seter",11590,23180,Brun,Lord 176 Sepia,156,82,46,52,https://checkout.bohus.no/sofa/2-seter/storfjord-2-5-seter-sofa-17
325584,Vilmers Nordic Prime,"2,5 seter",Vilmers,Vilmers,NORDIC PRIME,"2,5 seter",20750,27667,Brun,Diamonds Sting,171,82,45,55,https://checkout.bohus.no/sofa/2-seter/nordic-prime-2-5-seter-sofa-5
325585,Vilmers Nordic Prime,"2,5 seter",Vilmers,Vilmers,NORDIC PRIME,"2,5 seter",20750,27667,Brun,Diamonds Sting,171,82,45,55,https://checkout.bohus.no/sofa/2-seter/nordic-prime-2-5-seter-sofa-4
325588,Vilmers Nordic Prime,"2,5 seter",Vilmers,Vilmers,NORDIC PRIME,"2,5 seter",20750,27667,Brun,Diamonds Sting,168,82,45,55,https://checkout.bohus.no/sofa/2-seter/nordic-prime-2-5-seter-sofa-6
325589,Vilmers Nordic Prime,"2,5 seter",Vilmers,Vilmers,NORDIC PRIME,"2,5 seter",20750,27667,Brun,Diamonds Sting,168,82,45,55,https://checkout.bohus.no/sofa/2-seter/nordic-prime-2-5-seter-sofa-7
318376,Scapa Noelle,2 seter,Scapa UAB,Scapa,NOELLE,2 seter,28500,,Blå,Hevre 0982 Blue,161,84,45,56,https://checkout.bohus.no/sofa/2-seter/noelle-2-seter-sofa
318480,Vilmers Nordic,"2,5 seter",Vilmers,Vilmers,NORDIC,"2,5 seter",24375,,Brun,Dolomite Driftwood,190,82,45,54,https://checkout.bohus.no/sofa/2-seter/nordic-2-5-seter-sofa
318481,Vilmers Nordic,"2,5 seter",Vilmers,Vilmers,NORDIC,"2,5 seter",24375,,Grønn,Dolomite Myrtle,190,82,45,54,https://checkout.bohus.no/sofa/2-seter/nordic-2-5-seter-sofa-1
318482,Vilmers Nordic,"2,5 seter",Vilmers,Vilmers,NORDIC,"2,5 seter",24375,,Beige/natur,Dolomite Solitary star,190,82,45,54,https://checkout.bohus.no/sofa/2-seter/nordic-2-5-seter-sofa-3
318483,Vilmers Nordic,"2,5 seter",Vilmers,Vilmers,NORDIC,"2,5 seter",21141,,Grå,Hafnon Linen,190,82,45,54,https://checkout.bohus.no/sofa/2-seter/nordic-2-5-seter-sofa-2
318484,Vilmers Nordic,"2,5 seter",Vilmers,Vilmers,NORDIC,"2,5 seter",21141,,Blå,Hafnon Teal,190,82,45,54,https://checkout.bohus.no/sofa/2-seter/nordic-2-5-seter-sofa-4
318485,Vilmers Nordic,"2,5 seter",Vilmers,Vilmers,NORDIC,"2,5 seter",22856,,Brun,Lavastone Curry,190,82,45,54,https://checkout.bohus.no/sofa/2-seter/nordic-2-5-seter-sofa-5
319773,Eton,2 seter,Dominari Grupe UAB,,ETON,2 seter,16600,,Blå,Mist Blå,156,81,47,55,https://checkout.bohus.no/sofa/2-seter/eton-2-seter-sofa-11
319774,Eton,2 seter,Dominari Grupe UAB,,ETON,2 seter,16600,,Grønn,Mist Grønn,156,81,47,55,https://checkout.bohus.no/sofa/2-seter/eton-2-seter-sofa-12
319775,Eton,2 seter,Dominari Grupe UAB,,ETON,2 seter,16600,,Brun,Mist Muldvarp,156,81,47,55,https://checkout.bohus.no/sofa/2-seter/eton-2-seter-sofa-13
321017,Vilmers Nordstrand,"2,5 seter",Vilmers,Vilmers,NORDSTRAND,"2,5 seter",23445,,Brun,Tin Mocca,196,79,45,60,https://checkout.bohus.no/sofa/2-seter/nordstrand-2-5-seter-sofa-6
321018,Vilmers Nordstrand,"2,5 seter",Vilmers,Vilmers,NORDSTRAND,"2,5 seter",23445,,Beige/natur,Tin Solitary star,196,79,45,60,https://checkout.bohus.no/sofa/2-seter/nordstrand-2-5-seter-sofa-7
325582,Vilmers Nordic Prime,"2,5 seter",Vilmers,Vilmers,NORDIC PRIME,"2,5 seter",27667,,Brun,Diamonds Copper brown,171,82,45,55,https://checkout.bohus.no/sofa/2-seter/nordic-prime-2-5-seter-sofa-1
325583,Vilmers Nordic Prime,"2,5 seter",Vilmers,Vilmers,NORDIC PRIME,"2,5 seter",27667,,Brun,Diamonds Copper brown,171,82,45,55,https://checkout.bohus.no/sofa/2-seter/nordic-prime-2-5-seter-sofa
325586,Vilmers Nordic Prime,"2,5 seter",Vilmers,Vilmers,NORDIC PRIME,"2,5 seter",27667,,Brun,Diamonds Copper brown,168,82,45,55,https://checkout.bohus.no/sofa/2-seter/nordic-prime-2-5-seter-sofa-2
325587,Vilmers Nordic Prime,"2,5 seter",Vilmers,Vilmers,NORDIC PRIME,"2,5 seter",27667,,Brun,Diamonds Copper brown,168,82,45,55,https://checkout.bohus.no/sofa/2-seter/nordic-prime-2-5-seter-sofa-3
326520,IMG Melby,2 seter,"IMG avd Skandinavia, Ekornes AS",IMG,MELBY,2 seter,18860,,Beige/natur,Molly 902 Beige,154,80,44,53,https://checkout.bohus.no/sofa/2-seter/melby-2-seter-sofa-3
326521,IMG Melby,2 seter,"IMG avd Skandinavia, Ekornes AS",IMG,MELBY,2 seter,18860,,Beige/natur,Molly 100 Mole,154,80,44,53,https://checkout.bohus.no/sofa/2-seter/melby-2-seter-sofa-4
326564,Vilmers Nordstrand,"2,5 seter",Vilmers,Vilmers,NORDSTRAND,"2,5 seter",23445,,Beige/natur,Diopsid Beige,200,79,45,60,https://checkout.bohus.no/sofa/2-seter/nordstrand-2-5-seter-sofa-8
326565,Vilmers Nordstrand,"2,5 seter",Vilmers,Vilmers,NORDSTRAND,"2,5 seter",23445,,Oransje,Diopsid Hazel,200,79,45,60,https://checkout.bohus.no/sofa/2-seter/nordstrand-2-5-seter-sofa-9
328569,Formfin Free,"2,5 seter",Formfin,Formfin,FREE,"2,5 seter",17850,29750,Hvit,Oasis ecry,177,94,48,52,https://checkout.bohus.no/sofa/2-seter/free-2-5-seter-sofa-6
328567,Formfin Free,"2,5 seter",Formfin,Formfin,FREE,"2,5 seter",29750,,Beige/natur,Line beige,177,94,48,52,https://checkout.bohus.no/sofa/2-seter/free-2-5-seter-sofa-4
328568,Formfin Free,"2,5 seter",Formfin,Formfin,FREE,"2,5 seter",29750,,Beige/natur,Line beige,177,94,46,52,https://checkout.bohus.no/sofa/2-seter/free-2-5-seter-sofa-5
328571,Formfin Free,"2,5 seter",Formfin,Formfin,FREE,"2,5 seter",29750,,Grønn,Risør 500 Grønn,177,94,48,52,https://checkout.bohus.no/sofa/2-seter/free-2-5-seter-sofa-8
328572,Formfin Free,"2,5 seter",Formfin,Formfin,FREE,"2,5 seter",29750,,Grønn,Risør 500 Grønn,177,94,48,52,https://checkout.bohus.no/sofa/2-seter/free-2-5-seter-sofa-9
328870,Freja,2 seter,Dominari Grupe UAB,,FREJA,2 seter,9332,,Beige/natur,Loft beige,148,83,46,55,https://checkout.bohus.no/sofa/2-seter/freja-2-seter-sofa-3
328871,Freja,2 seter,Dominari Grupe UAB,,FREJA,2 seter,9332,,Grønn,Loft oliven,148,83,46,55,https://checkout.bohus.no/sofa/2-seter/freja-2-seter-sofa-4
328872,Freja,2 seter,Dominari Grupe UAB,,FREJA,2 seter,9332,,Grå,Loft Stone,148,83,46,55,https://checkout.bohus.no/sofa/2-seter/freja-2-seter-sofa-5
310721,Jakobsen Tampa,3 seter med sjeselong XL,Jakobsen Home,Jakobsen,TAMPA,3 seter med sjeselong,19998,,Grå,Aragon 80 Light grey,207,75,43,59,https://checkout.bohus.no/sofa/3-seter/tampa-3-seter-sofa-med-sjeselong-xl-1
310633,Vilmers Field,3 seter XL,Vilmers,Vilmers,FIELD,3 seter,26309,,Grønn,Erdite Martini olive,231,80,44,58,https://checkout.bohus.no/sofa/3-seter/field-3-seter-sofa-xl-2
310436,Bohus Exclusive by Storm Storm Makanda,3 seter XL,Vilmers,Bohus Exclusive by Storm Storm,MAKANDA,3 seter,28208,,Grønn,Temple Thyme,238,78,43,59,https://checkout.bohus.no/sofa/3-seter/makanda-3-seter-sofa-xl-4
218758,Weston,3 seter XL,Dominari Grupe UAB,,WESTON,3 seter,13999,23332,Brun,Ecohud lys brun,219,79,46,56,https://checkout.bohus.no/sofa/3-seter/weston-3-seter
218755,Weston,3 seter XL,Dominari Grupe UAB,,WESTON,3 seter,13999,23332,Grå,Ecohud grå,219,79,46,56,https://checkout.bohus.no/sofa/3-seter/weston-3-seter-2
298823,Signature Collection By Halvor Bakke,3 seter XL,Vilmers,Signature Collection By Halvor Bakke,SIGNATURE 250,3 seter,25380,33840,Beige/natur,Sebastian Liver,266,60,45,58,https://checkout.bohus.no/sofa/3-seter/signature-250-3-seter-sofa
317229,Luka,3 seter XL,Dominari Grupe UAB,,LUKA,3 seter,18499,28460,Brun,Palita 10 Mørk brun,256,85,44,59,https://checkout.bohus.no/sofa/3-seter/luka-3-seter-sofa-xl
294344,Jakobsen Quadrato,3 seter,Jakobsen Home,Jakobsen,QUADRATO,3 seter,12216,20360,Beige/natur,Storm 02 Natural,234,75,43,59,https://checkout.bohus.no/sofa/3-seter/quadrato-3-seter-5
319790,Eton,3 seter,Dominari Grupe UAB,,ETON,3 seter,9999,19999,Beige/natur,Storm 02 Ecru,206,81,47,55,https://checkout.bohus.no/sofa/3-seter/eton-3-seter-sofa-15
288360,Vilmers Alps,3 seter,Vilmers,Vilmers,ALPS,3 seter,21999,29332,Hvit,Sneak Ginger Root,230,73,44,61,https://checkout.bohus.no/sofa/3-seter/alps-3-seter
294002,Jakobsen Quadrato,3 seter med sjeselong,Jakobsen Home,Jakobsen,QUADRATO,3 seter,18497,30828,Beige/natur,Storm 02 Natural,303,75,43,59,https://checkout.bohus.no/sofa/3-seter/quadrato-beige-natur-3-seter-sofa-med-sjeselong-7
294008,Jakobsen Quadrato,3 seter med sjeselong,Jakobsen Home,Jakobsen,QUADRATO,3 seter,18497,30828,Grå,Storm 09 Taupe,303,75,43,59,https://checkout.bohus.no/sofa/3-seter/quadrato-beige-natur-3-seter-sofa-med-sjeselong-11
294259,Bohus Exclusive by Tone Kroken Club Soft,3 seter med sjeselong og endeavslutning,S-brand UAB,Bohus Exclusive by Tone Kroken,CLUB SOFT,3 seter med sjeselong,26224,34965,Beige/natur,Hermes Ecru,222,75,45,64,https://checkout.bohus.no/sofa/hjornesofa/u-sofa/club-beige-natur-3-seter-sofa-med-sjeselong-og-endeavslutning
302685,Jakobsen Quadrato,3 seter,Jakobsen Home,Jakobsen,QUADRATO,3 seter,12996,21660,Grå,Storm 09 Taupe,234,75,43,59,https://checkout.bohus.no/sofa/3-seter/quadrato-3-seter-sofa-7
218757,Weston,3 seter XXL,Dominari Grupe UAB,,WESTON,3 seter,15999,26665,Brun,Ecohud mørk brun,264,79,46,56,https://checkout.bohus.no/sofa/3-seter/weston-3-seter-xl
218761,Weston,3 seter med sjeselong,Dominari Grupe UAB,,WESTON,3 seter med sjeselong,20999,34999,Brun,Ecohud lys brun,264,79,44,56,https://checkout.bohus.no/sofa/3-seter/weston-3-seter-med-sjeselong-xl-1
297251,Weston,3 seter,Dominari Grupe UAB,,WESTON,3 seter,12999,21665,Brun,Ecohud lys brun,204,81,46,56,https://checkout.bohus.no/sofa/3-seter/weston-3-seter-sofa
294013,Jakobsen Quadrato,3 seter med sjeselong XL,Jakobsen Home,Jakobsen,QUADRATO,3 seter,19497,32495,Beige/natur,Storm 02 Natural,333,75,43,59,https://checkout.bohus.no/sofa/3-seter/quadrato-beige-natur-3-seter-sofa-med-sjeselong-2
310613,Jakobsen Tampa,"3,5 seter med sjeselong",Jakobsen Home,Jakobsen,TAMPA,"3,5 seter",14592,24320,Svart,Wind 99 Onyx,253,75,43,59,https://checkout.bohus.no/sofa/3-seter/tampa-3-5-seter-sofa-med-sjeselong-4
314924,Signature Collection By Halvor Bakke,3 seter,Vilmers,Signature Collection By Halvor Bakke,SIGNATURE 250,3 seter,24019,32025,Beige/natur,Sebastian Liver,226,81,45,58,https://checkout.bohus.no/sofa/3-seter/signature-250-3-seter-sofa-5
320050,Jakobsen Tampa,3 seter med sjeselong XL,Jakobsen Home,Jakobsen,TAMPA,3 seter,11999,19998,Beige/natur,Egon 26 Natural,207,75,43,59,https://checkout.bohus.no/sofa/3-seter/tampa-3-seter-sofa-med-sjeselong-xl-6
218760,Weston,3 seter XXL,Dominari Grupe UAB,,WESTON,3 seter,15999,26665,Brun,Ecohud lys brun,264,79,46,56,https://checkout.bohus.no/sofa/3-seter/weston-3-seter-6
218766,Weston,3 seter XXL,Dominari Grupe UAB,,WESTON,3 seter,15999,26665,Grå,Ecohud grå,264,79,46,56,https://checkout.bohus.no/sofa/3-seter/weston-3-seter-5
218767,Weston,3 seter XL,Dominari Grupe UAB,,WESTON,3 seter,13999,23332,Brun,Ecohud mørk brun,219,79,46,56,https://checkout.bohus.no/sofa/3-seter/weston-3-seter-3
218771,Weston,3 seter med sjeselong,Dominari Grupe UAB,,WESTON,3 seter med sjeselong,20999,34999,Grå,Ecohud grå,264,79,44,56,https://checkout.bohus.no/sofa/3-seter/weston-3-seter-med-sjeselong-xl
218772,Weston,3 seter med sjeselong,Dominari Grupe UAB,,WESTON,3 seter med sjeselong,20999,34999,Brun,Ecohud mørk brun,264,79,44,56,https://checkout.bohus.no/sofa/3-seter/weston-3-seter-med-sjeselong-xl-2
243744,Brunstad Fia,3 seter,Brunstad AS,Brunstad,FIA,3 seter,27743,36990,Brun,Abby 06 Brown,200,86,45,52,https://checkout.bohus.no/sofa/3-seter/fia-3-seter
312844,Jakobsen Quadrato,3 seter med sjeselong,Jakobsen Home,Jakobsen,QUADRATO,3 seter,19697,32828,Grå,Storm 97 Dark grey,303,75,43,59,https://checkout.bohus.no/sofa/3-seter/quadrato-3-seter-sofa-med-sjeselong-2
313004,Vilmers Altera,3 seter XXL,Vilmers,Vilmers,ALTERA,3 seter,15999,31998,Beige/natur,Tin Rainy day,242,81,45,61,https://checkout.bohus.no/sofa/3-seter/altera-3-seter-sofa-xxl-1
267579,Stressless Ella,3 seter,Ekornes AS,Stressless,ELLA,3 seter,44626,63752,Brun,Paloma 84 Taupe,272,78,44,55,https://checkout.bohus.no/sofa/3-seter/ella-3-seter
275268,Stressless Ella,3 seter,Ekornes AS,Stressless,ELLA,3 seter,44626,63752,Svart,Paloma 19 Black,,78,44,55,https://checkout.bohus.no/sofa/3-seter/ella-3-seter-1
276734,Brunstad Fia,3 seter,Brunstad AS,Brunstad,FIA,3 seter,25358,33810,Grå,Abby 37 Concrete,200,86,45,52,https://checkout.bohus.no/sofa/3-seter/fia-3-seter-1
317941,Vilmers Nordic,3 seter XL,Vilmers,Vilmers,NORDIC,3 seter,31998,,Beige/natur,Lavastone Linen,235,82,45,54,https://checkout.bohus.no/sofa/3-seter/nordic-3-seter-sofa-xl-8
318231,East,3 seter,Actona Group A/S (Container),,EAST,3 seter,19999,,Beige/natur,Apia 453 Beige,240,79,44,56,https://checkout.bohus.no/sofa/3-seter/east-3-seter-sofa
319414,Formfin Free,3 seter,Formfin,Formfin,FREE,3 seter,32910,,Beige/natur,Line beige,206,82,46,52,https://checkout.bohus.no/sofa/3-seter/free-lux-3-seter-sofa-7
320726,Bohus Exclusive by Tone Kroken Cozy,3 seter XL,S-brand UAB,Bohus Exclusive by Tone Kroken,COZY,3 seter,26699,,Lilla,Cannes 14 Wine,237,80,43,65,https://checkout.bohus.no/sofa/3-seter/cozy-3-seter-sofa-xl
