sku,navn,type,leverandor,merke,serie,kategori,nåpris,førpris,farge,tekstil,bredde_cm,høyde_cm,sittehøyde_cm,sittedybde_cm,url
317741,Vilmers Nordstrand,Hjørnesofa,Vilmers,Vilmers,NORDSTRAND,Hjørnesofa,54189,,Brun,Diopsid Beige,305,79,45,60,https://checkout.bohus.no/sofa/hjornesofa/nordstrand-hjornesofa
317742,Vilmers Nordstrand,Hjørnesofa,Vilmers,Vilmers,NORDSTRAND,Hjørnesofa,54189,,Hvit,Diopsid Latte,305,79,45,60,https://checkout.bohus.no/sofa/hjornesofa/nordstrand-hjornesofa-19
317743,Vilmers Nordstrand,Hjørnesofa,Vilmers,Vilmers,NORDSTRAND,Hjørnesofa,54189,,Grønn,Diopsid Hazel,305,79,45,60,https://checkout.bohus.no/sofa/hjornesofa/nordstrand-hjornesofa-20
317749,Vilmers Nordstrand,Hjørnesofa,Vilmers,Vilmers,NORDSTRAND,Hjørnesofa,54189,,Brun,Diopsid Beige,305,79,45,60,https://checkout.bohus.no/sofa/hjornesofa/nordstrand-hjornesofa-5
317750,Vilmers Nordstrand,Hjørnesofa,Vilmers,Vilmers,NORDSTRAND,Hjørnesofa,54189,,Hvit,Diopsid Latte,305,79,45,60,https://checkout.bohus.no/sofa/hjornesofa/nordstrand-hjornesofa-22
317751,Vilmers Nordstrand,Hjørnesofa,Vilmers,Vilmers,NORDSTRAND,Hjørnesofa,54189,,Grønn,Diopsid Hazel,305,79,45,60,https://checkout.bohus.no/sofa/hjornesofa/nordstrand-hjornesofa-23
317757,Vilmers Nordstrand,Hjørnesofa med endeavslutning,Vilmers,Vilmers,NORDSTRAND,Hjørnesofa,45025,,Brun,Diopsid Beige,297,79,45,60,https://checkout.bohus.no/sofa/hjornesofa/nordstrand-hjornesofa-med-endeavslutning
317758,Vilmers Nordstrand,Hjørnesofa med endeavslutning,Vilmers,Vilmers,NORDSTRAND,Hjørnesofa,45025,,Hvit,Diopsid Latte,297,79,45,60,https://checkout.bohus.no/sofa/hjornesofa/nordstrand-hjornesofa-med-endeavslutning-17
317759,Vilmers Nordstrand,Hjørnesofa med endeavslutning,Vilmers,Vilmers,NORDSTRAND,Hjørnesofa,45025,,Grønn,Diopsid Hazel,297,79,45,60,https://checkout.bohus.no/sofa/hjornesofa/nordstrand-hjornesofa-med-endeavslutning-18
317765,Vilmers Nordstrand,Hjørnesofa med endeavslutning,Vilmers,Vilmers,NORDSTRAND,Hjørnesofa,45025,,Brun,Diopsid Beige,297,79,45,60,https://checkout.bohus.no/sofa/hjornesofa/nordstrand-hjornesofa-med-endeavslutning-5
317766,Vilmers Nordstrand,Hjørnesofa med endeavslutning,Vilmers,Vilmers,NORDSTRAND,Hjørnesofa,45025,,Hvit,Diopsid Latte,299,79,45,60,https://checkout.bohus.no/sofa/hjornesofa/nordstrand-hjornesofa-med-endeavslutning-20
317767,Vilmers Nordstrand,Hjørnesofa med endeavslutning,Vilmers,Vilmers,NORDSTRAND,Hjørnesofa,45025,,Grønn,Diopsid Hazel,297,79,45,60,https://checkout.bohus.no/sofa/hjornesofa/nordstrand-hjornesofa-med-endeavslutning-21
317772,Vilmers Nordstrand,Hjørnesofa med sjeselong XL og endeavslutning,Vilmers,Vilmers,NORDSTRAND,Hjørnesofa,56074,,Beige/natur,Angelite Dijon,380,79,45,60,https://checkout.bohus.no/sofa/hjornesofa/nordstrand-hjornesofa-med-sjeselong-xl-og-endeavslutning-18
317774,Vilmers Nordstrand,Hjørnesofa med sjeselong XL og endeavslutning,Vilmers,Vilmers,NORDSTRAND,Hjørnesofa,58332,,Grønn,Diopsid Hazel,380,79,45,60,https://checkout.bohus.no/sofa/hjornesofa/nordstrand-hjornesofa-med-sjeselong-xl-og-endeavslutning-20
317779,Vilmers Nordstrand,Hjørnesofa med sjeselong XL og endeavslutning,Vilmers,Vilmers,NORDSTRAND,Hjørnesofa,56074,,Beige/natur,Angelite Dijon,380,79,45,60,https://checkout.bohus.no/sofa/hjornesofa/nordstrand-hjornesofa-med-sjeselong-xl-og-endeavslutning-21
317780,Vilmers Nordstrand,Hjørnesofa med sjeselong XL og endeavslutning,Vilmers,Vilmers,NORDSTRAND,Hjørnesofa,58332,,Hvit,Diopsid Latte,380,79,45,60,https://checkout.bohus.no/sofa/hjornesofa/nordstrand-hjornesofa-med-sjeselong-xl-og-endeavslutning-22
317781,Vilmers Nordstrand,Hjørnesofa med sjeselong XL og endeavslutning,Vilmers,Vilmers,NORDSTRAND,Hjørnesofa,58332,,Grønn,Diopsid Hazel,380,79,45,60,https://checkout.bohus.no/sofa/hjornesofa/nordstrand-hjornesofa-med-sjeselong-xl-og-endeavslutning-23
317790,Vilmers Nordstrand,Hjørnesofa,Vilmers,Vilmers,NORDSTRAND,Hjørnesofa,54189,,Beige/natur,Tin Solitary star,305,79,45,60,https://checkout.bohus.no/sofa/hjornesofa/nordstrand-hjornesofa-10
317791,Vilmers Nordstrand,Hjørnesofa,Vilmers,Vilmers,NORDSTRAND,Hjørnesofa,54189,,Beige/natur,Tin Solitary star,305,79,45,60,https://checkout.bohus.no/sofa/hjornesofa/nordstrand-hjornesofa-11
317792,Vilmers Nordstrand,Hjørnesofa med endeavslutning,Vilmers,Vilmers,NORDSTRAND,Hjørnesofa,45025,,Beige/natur,Tin Solitary star,297,79,45,60,https://checkout.bohus.no/sofa/hjornesofa/nordstrand-hjornesofa-med-endeavslutning-22
317793,Vilmers Nordstrand,Hjørnesofa med endeavslutning,Vilmers,Vilmers,NORDSTRAND,Hjørnesofa,45025,,Beige/natur,Tin Solitary star,297,79,45,60,https://checkout.bohus.no/sofa/hjornesofa/nordstrand-hjornesofa-med-endeavslutning-23
317794,Vilmers Nordstrand,Hjørnesofa med sjeselong XL og endeavslutning,Vilmers,Vilmers,NORDSTRAND,Hjørnesofa,58332,,Beige/natur,Tin Solitary star,380,79,45,60,https://checkout.bohus.no/sofa/hjornesofa/nordstrand-hjornesofa-med-sjeselong-xl-og-endeavslutning-10
317795,Vilmers Nordstrand,Hjørnesofa med sjeselong XL og endeavslutning,Vilmers,Vilmers,NORDSTRAND,Hjørnesofa,58332,,Beige/natur,Tin Solitary star,380,79,45,60,https://checkout.bohus.no/sofa/hjornesofa/nordstrand-hjornesofa-med-sjeselong-xl-og-endeavslutning-11
317846,IMG Melby,Hjørnesofa,"IMG avd Skandinavia, Ekornes AS",IMG,MELBY,Hjørnesofa,44455,,Blå,Caprice 115 Midnight,272,80,45,53,https://checkout.bohus.no/sofa/hjornesofa/melby-hjornesofa-14
318096,Jakobsen Tampa,Hjørnesofa med endeavslutning,Jakobsen Home,Jakobsen,TAMPA,Hjørnesofa,28332,,Brun,Fushion 127 Brandy,255,75,43,59,https://checkout.bohus.no/sofa/hjornesofa/tampa-hjornesofa-med-endeavslutning-13
318098,Jakobsen Tampa,Hjørnesofa med endeavslutning,Jakobsen Home,Jakobsen,TAMPA,Hjørnesofa,28332,,Brun,Fushion 127 Brandy,255,75,43,59,https://checkout.bohus.no/sofa/hjornesofa/tampa-hjornesofa-med-endeavslutning-14
318108,Jakobsen Lurno,Hjørnesofa med endeavslutning,Jakobsen Home,Jakobsen,LURNO,Hjørnesofa,41067,,Beige/natur,Macan 102 Ecru,275,77,44,62,https://checkout.bohus.no/sofa/hjornesofa/lurno-hjornesofa-med-endeavslutning-1
318403,Scapa Noelle,Hjørnesofa med sjeselong,Scapa UAB,Scapa,NOELLE,Hjørnesofa,77170,,Blå,Hevre 0982 Blue,331,84,45,56,https://checkout.bohus.no/sofa/hjornesofa/noelle-hjornesofa-med-sjeselong-1
318404,Scapa Noelle,Hjørnesofa med sjeselong,Scapa UAB,Scapa,NOELLE,Hjørnesofa,77170,,Grå,Milan 4081 Grey,331,84,45,56,https://checkout.bohus.no/sofa/hjornesofa/noelle-hjornesofa-med-sjeselong-2
318405,Scapa Noelle,Hjørnesofa med sjeselong,Scapa UAB,Scapa,NOELLE,Hjørnesofa,77170,,Grå,Hevre 0980 Light beige,331,84,45,56,https://checkout.bohus.no/sofa/hjornesofa/noelle-hjornesofa-med-sjeselong-3
318407,Scapa Noelle,Hjørnesofa med sjeselong,Scapa UAB,Scapa,NOELLE,Hjørnesofa,77170,,Blå,Hevre 0982 Blue,331,84,45,56,https://checkout.bohus.no/sofa/hjornesofa/noelle-hjornesofa-med-sjeselong-5
318409,Scapa Noelle,Hjørnesofa med sjeselong,Scapa UAB,Scapa,NOELLE,Hjørnesofa,77170,,Grå,Milan 4081 Grey,331,84,45,56,https://checkout.bohus.no/sofa/hjornesofa/noelle-hjornesofa-med-sjeselong-7
318452,Vilmers Alps,Hjørnesofa med endeavslutning,Vilmers,Vilmers,ALPS,Hjørnesofa,52092,,Grå,Erdite Rainy day,304,75,44,61,https://checkout.bohus.no/sofa/hjornesofa/alps-hjornesofa-med-endeavslutning-9
318453,Vilmers Alps,Hjørnesofa med endeavslutning,Vilmers,Vilmers,ALPS,Hjørnesofa,52092,,Beige/natur,Erdite Martini olive,304,75,44,61,https://checkout.bohus.no/sofa/hjornesofa/alps-hjornesofa-med-endeavslutning-10
318454,Vilmers Alps,Hjørnesofa med endeavslutning,Vilmers,Vilmers,ALPS,Hjørnesofa,52092,,Beige/natur,Erdite Silver fern,304,75,44,61,https://checkout.bohus.no/sofa/hjornesofa/alps-hjornesofa-med-endeavslutning-11
318458,Vilmers Alps,Hjørnesofa med endeavslutning,Vilmers,Vilmers,ALPS,Hjørnesofa,52092,,Beige/natur,Erdite Martini olive,304,75,44,61,https://checkout.bohus.no/sofa/hjornesofa/alps-hjornesofa-med-endeavslutning-15
318459,Vilmers Alps,Hjørnesofa med endeavslutning,Vilmers,Vilmers,ALPS,Hjørnesofa,52092,,Grå,Erdite Rainy day,304,75,44,61,https://checkout.bohus.no/sofa/hjornesofa/alps-hjornesofa-med-endeavslutning-16
318460,Vilmers Alps,Hjørnesofa med endeavslutning,Vilmers,Vilmers,ALPS,Hjørnesofa,52092,,Beige/natur,Erdite Silver fern,304,75,44,61,https://checkout.bohus.no/sofa/hjornesofa/alps-hjornesofa-med-endeavslutning-17
318464,Vilmers Alps,Hjørnesofa med sjeselong og endeavslutning,Vilmers,Vilmers,ALPS,Hjørnesofa,71012,,Grønn,Dolomite Myrtle,375,75,44,61,https://checkout.bohus.no/sofa/hjornesofa/alps-hjornesofa-med-sjeselong-og-endeavslutning-8
318465,Vilmers Alps,Hjørnesofa med sjeselong og endeavslutning,Vilmers,Vilmers,ALPS,Hjørnesofa,71012,,Beige/natur,Dolomite Solitary star,375,75,44,61,https://checkout.bohus.no/sofa/hjornesofa/alps-hjornesofa-med-sjeselong-og-endeavslutning-9
318466,Vilmers Alps,Hjørnesofa med sjeselong og endeavslutning,Vilmers,Vilmers,ALPS,Hjørnesofa,65964,,Beige/natur,Erdite Martini olive,375,75,44,61,https://checkout.bohus.no/sofa/hjornesofa/alps-hjornesofa-med-sjeselong-og-endeavslutning-10
318467,Vilmers Alps,Hjørnesofa med sjeselong og endeavslutning,Vilmers,Vilmers,ALPS,Hjørnesofa,65964,,Grå,Erdite Rainy day,375,75,44,61,https://checkout.bohus.no/sofa/hjornesofa/alps-hjornesofa-med-sjeselong-og-endeavslutning-11
318468,Vilmers Alps,Hjørnesofa med sjeselong og endeavslutning,Vilmers,Vilmers,ALPS,Hjørnesofa,65964,,Beige/natur,Erdite Silver fern,375,75,44,61,https://checkout.bohus.no/sofa/hjornesofa/alps-hjornesofa-med-sjeselong-og-endeavslutning-12
318472,Vilmers Alps,Hjørnesofa med sjeselong og endeavslutning,Vilmers,Vilmers,ALPS,Hjørnesofa,71012,,Grønn,Dolomite Myrtle,375,75,44,61,https://checkout.bohus.no/sofa/hjornesofa/alps-hjornesofa-med-sjeselong-og-endeavslutning-16
318473,Vilmers Alps,Hjørnesofa med sjeselong og endeavslutning,Vilmers,Vilmers,ALPS,Hjørnesofa,71012,,Beige/natur,Dolomite Solitary star,375,75,44,61,https://checkout.bohus.no/sofa/hjornesofa/alps-hjornesofa-med-sjeselong-og-endeavslutning-17
318474,Vilmers Alps,Hjørnesofa med sjeselong og endeavslutning,Vilmers,Vilmers,ALPS,Hjørnesofa,65964,,Beige/natur,Erdite Martini olive,375,75,44,61,https://checkout.bohus.no/sofa/hjornesofa/alps-hjornesofa-med-sjeselong-og-endeavslutning-18
318475,Vilmers Alps,Hjørnesofa med sjeselong og endeavslutning,Vilmers,Vilmers,ALPS,Hjørnesofa,65964,,Grå,Erdite Rainy day,375,75,44,61,https://checkout.bohus.no/sofa/hjornesofa/alps-hjornesofa-med-sjeselong-og-endeavslutning-19
318479,Vilmers Alps,Hjørnesofa med sjeselong og endeavslutning,Vilmers,Vilmers,ALPS,Hjørnesofa,65964,,Beige/natur,Erdite Silver fern,375,75,44,61,https://checkout.bohus.no/sofa/hjornesofa/alps-hjornesofa-med-sjeselong-og-endeavslutning-23
318501,Vilmers Nordic,Hjørnesofa med endeavslutning,Vilmers,Vilmers,NORDIC,Hjørnesofa,49998,,Brun,Dolomite Driftwood,282,82,45,54,https://checkout.bohus.no/sofa/hjornesofa/nordic-hjornesofa-med-endeavslutning-9
318502,Vilmers Nordic,Hjørnesofa,Vilmers,Vilmers,NORDIC,Hjørnesofa,59998,,Brun,Dolomite Driftwood,289,82,45,54,https://checkout.bohus.no/sofa/hjornesofa/nordic-hjornesofa-32
318513,Vilmers Nordic,Hjørnesofa med endeavslutning,Vilmers,Vilmers,NORDIC,Hjørnesofa,49998,,Beige/natur,Dolomite Solitary star,282,82,45,54,https://checkout.bohus.no/sofa/hjornesofa/nordic-hjornesofa-med-endeavslutning-10
318514,Vilmers Nordic,Hjørnesofa med endeavslutning,Vilmers,Vilmers,NORDIC,Hjørnesofa,49998,,Grå,Hafnon Linen,282,82,45,54,https://checkout.bohus.no/sofa/hjornesofa/nordic-hjornesofa-med-endeavslutning-11
318515,Vilmers Nordic,Hjørnesofa med endeavslutning,Vilmers,Vilmers,NORDIC,Hjørnesofa,49998,,Blå,Hafnon Teal,282,82,45,54,https://checkout.bohus.no/sofa/hjornesofa/nordic-hjornesofa-med-endeavslutning-12
318517,Vilmers Nordic,Hjørnesofa med endeavslutning,Vilmers,Vilmers,NORDIC,Hjørnesofa,52863,,Beige/natur,Lavastone Linen,282,82,45,54,https://checkout.bohus.no/sofa/hjornesofa/nordic-hjornesofa-med-endeavslutning-14
318518,Vilmers Nordic,Hjørnesofa med endeavslutning,Vilmers,Vilmers,NORDIC,Hjørnesofa,52863,,Brun,Lavastone Sepia,282,82,45,54,https://checkout.bohus.no/sofa/hjornesofa/nordic-hjornesofa-med-endeavslutning-15
318521,Vilmers Nordic,Hjørnesofa med endeavslutning,Vilmers,Vilmers,NORDIC,Hjørnesofa,49998,,Brun,Dolomite Driftwood,282,82,45,54,https://checkout.bohus.no/sofa/hjornesofa/nordic-hjornesofa-med-endeavslutning-20
318522,Vilmers Nordic,Hjørnesofa med endeavslutning,Vilmers,Vilmers,NORDIC,Hjørnesofa,49998,,Grønn,Dolomite Myrtle,282,82,45,54,https://checkout.bohus.no/sofa/hjornesofa/nordic-hjornesofa-med-endeavslutning-21
318524,Vilmers Nordic,Hjørnesofa med endeavslutning,Vilmers,Vilmers,NORDIC,Hjørnesofa,49998,,Grå,Hafnon Linen,282,82,45,54,https://checkout.bohus.no/sofa/hjornesofa/nordic-hjornesofa-med-endeavslutning-23
318525,Vilmers Nordic,Hjørnesofa med endeavslutning,Vilmers,Vilmers,NORDIC,Hjørnesofa,49998,,Blå,Hafnon Teal,282,82,45,54,https://checkout.bohus.no/sofa/hjornesofa/nordic-hjornesofa-med-endeavslutning-24
318526,Vilmers Nordic,Hjørnesofa med endeavslutning,Vilmers,Vilmers,NORDIC,Hjørnesofa,52863,,Brun,Lavastone Curry,282,82,45,54,https://checkout.bohus.no/sofa/hjornesofa/nordic-hjornesofa-med-endeavslutning-25
318527,Vilmers Nordic,Hjørnesofa med endeavslutning,Vilmers,Vilmers,NORDIC,Hjørnesofa,52863,,Beige/natur,Lavastone Linen,282,82,45,54,https://checkout.bohus.no/sofa/hjornesofa/nordic-hjornesofa-med-endeavslutning-26
318528,Vilmers Nordic,Hjørnesofa med endeavslutning,Vilmers,Vilmers,NORDIC,Hjørnesofa,52863,,Brun,Lavastone Sepia,282,82,45,54,https://checkout.bohus.no/sofa/hjornesofa/nordic-hjornesofa-med-endeavslutning-27
318531,Vilmers Nordic,Hjørnesofa,Vilmers,Vilmers,NORDIC,Hjørnesofa,59998,,Grønn,Dolomite Myrtle,289,82,45,54,https://checkout.bohus.no/sofa/hjornesofa/nordic-hjornesofa-33
318532,Vilmers Nordic,Hjørnesofa,Vilmers,Vilmers,NORDIC,Hjørnesofa,59998,,Beige/natur,Dolomite Solitary star,289,82,45,54,https://checkout.bohus.no/sofa/hjornesofa/nordic-hjornesofa-34
318533,Vilmers Nordic,Hjørnesofa,Vilmers,Vilmers,NORDIC,Hjørnesofa,59998,,Grå,Hafnon Linen,289,82,45,54,https://checkout.bohus.no/sofa/hjornesofa/nordic-hjornesofa-35
318534,Vilmers Nordic,Hjørnesofa,Vilmers,Vilmers,NORDIC,Hjørnesofa,63527,,Brun,Lavastone Curry,289,82,45,54,https://checkout.bohus.no/sofa/hjornesofa/nordic-hjornesofa-36
318536,Vilmers Nordic,Hjørnesofa,Vilmers,Vilmers,NORDIC,Hjørnesofa,63527,,Brun,Lavastone Sepia,289,82,45,54,https://checkout.bohus.no/sofa/hjornesofa/nordic-hjornesofa-38
318540,Vilmers Nordic,Hjørnesofa,Vilmers,Vilmers,NORDIC,Hjørnesofa,59998,,Brun,Dolomite Driftwood,289,82,45,54,https://checkout.bohus.no/sofa/hjornesofa/nordic-hjornesofa-42
318541,Vilmers Nordic,Hjørnesofa,Vilmers,Vilmers,NORDIC,Hjørnesofa,59998,,Grønn,Dolomite Myrtle,289,82,45,54,https://checkout.bohus.no/sofa/hjornesofa/nordic-hjornesofa-43
318542,Vilmers Nordic,Hjørnesofa,Vilmers,Vilmers,NORDIC,Hjørnesofa,59998,,Beige/natur,Dolomite Solitary star,289,82,45,54,https://checkout.bohus.no/sofa/hjornesofa/nordic-hjornesofa-44
318543,Vilmers Nordic,Hjørnesofa,Vilmers,Vilmers,NORDIC,Hjørnesofa,59998,,Grå,Hafnon Linen,289,82,45,54,https://checkout.bohus.no/sofa/hjornesofa/nordic-hjornesofa-45
318544,Vilmers Nordic,Hjørnesofa,Vilmers,Vilmers,NORDIC,Hjørnesofa,63527,,Brun,Lavastone Curry,289,82,45,54,https://checkout.bohus.no/sofa/hjornesofa/nordic-hjornesofa-46
318545,Vilmers Nordic,Hjørnesofa,Vilmers,Vilmers,NORDIC,Hjørnesofa,63527,,Beige/natur,Lavastone Linen,289,82,45,54,https://checkout.bohus.no/sofa/hjornesofa/nordic-hjornesofa-47
318546,Vilmers Nordic,Hjørnesofa,Vilmers,Vilmers,NORDIC,Hjørnesofa,63527,,Brun,Lavastone Sepia,289,82,45,54,https://checkout.bohus.no/sofa/hjornesofa/nordic-hjornesofa-48
318576,Vilmers Nordstrand,Hjørnesofa,Vilmers,Vilmers,NORDSTRAND,Hjørnesofa,54189,,Brun,Tin Mocca,305,79,45,60,https://checkout.bohus.no/sofa/hjornesofa/nordstrand-hjornesofa-17
318579,Vilmers Nordstrand,Hjørnesofa med endeavslutning,Vilmers,Vilmers,NORDSTRAND,Hjørnesofa,45025,,Brun,Tin Mocca,297,79,45,60,https://checkout.bohus.no/sofa/hjornesofa/nordstrand-hjornesofa-med-endeavslutning-12
318582,Vilmers Nordstrand,Hjørnesofa med endeavslutning,Vilmers,Vilmers,NORDSTRAND,Hjørnesofa,45025,,Brun,Tin Mocca,297,79,45,60,https://checkout.bohus.no/sofa/hjornesofa/nordstrand-hjornesofa-med-endeavslutning-15
318585,Vilmers Nordstrand,Hjørnesofa med sjeselong XL og endeavslutning,Vilmers,Vilmers,NORDSTRAND,Hjørnesofa,58332,,Brun,Tin Mocca,380,79,45,60,https://checkout.bohus.no/sofa/hjornesofa/nordstrand-hjornesofa-med-sjeselong-xl-og-endeavslutning-14
318588,Vilmers Nordstrand,Hjørnesofa med sjeselong XL og endeavslutning,Vilmers,Vilmers,NORDSTRAND,Hjørnesofa,58332,,Brun,Tin Mocca,380,79,45,60,https://checkout.bohus.no/sofa/hjornesofa/nordstrand-hjornesofa-med-sjeselong-xl-og-endeavslutning-17
319609,Otello,Hjørnesofa med sjeselong og endeavslutning,Dominari Grupe UAB,,OTELLO,Hjørnesofa,51999,,Beige/natur,Enardo 28 Beige,351,72,43,63,https://checkout.bohus.no/sofa/hjornesofa/otello-hjornesofa-med-sjeselong-og-endeavslutning-6
319610,Otello,Hjørnesofa med sjeselong og endeavslutning,Dominari Grupe UAB,,OTELLO,Hjørnesofa,51999,,Beige/natur,Enardo 34 Muldvarp,351,72,43,63,https://checkout.bohus.no/sofa/hjornesofa/otello-hjornesofa-med-sjeselong-og-endeavslutning-7
319617,Otello,Hjørnesofa med sjeselong og endeavslutning,Dominari Grupe UAB,,OTELLO,Hjørnesofa,51999,,Beige/natur,Enardo 34 Muldvarp,351,72,43,63,https://checkout.bohus.no/sofa/hjornesofa/otello-hjornesofa-med-sjeselong-og-endeavslutning-14
319817,Eton,Hjørnesofa med endeavslutning,Dominari Grupe UAB,,ETON,Hjørnesofa,35810,,Grå,Harmony 9 Lys granitt,263,81,47,55,https://checkout.bohus.no/sofa/hjornesofa/eton-hjornesofa-med-endeavslutning-59
319844,Eton,Hjørnesofa,Dominari Grupe UAB,,ETON,Hjørnesofa,43060,,Beige/natur,Harmony 2 Krem,282,81,47,55,https://checkout.bohus.no/sofa/hjornesofa/eton-hjornesofa-18
319994,Jakobsen Lurno,Hjørnesofa med endeavslutning,Jakobsen Home,Jakobsen,LURNO,Hjørnesofa,41067,,Brun,Macan 108 Wood,275,77,43,59,https://checkout.bohus.no/sofa/hjornesofa/lurno-hjornesofa-med-endeavslutning-7
319995,Jakobsen Lurno,Hjørnesofa med endeavslutning,Jakobsen Home,Jakobsen,LURNO,Hjørnesofa,41067,,Brun,Macan 16 Caramel,275,77,43,59,https://checkout.bohus.no/sofa/hjornesofa/lurno-hjornesofa-med-endeavslutning-8
320002,Jakobsen Lurno,Hjørnesofa med endeavslutning,Jakobsen Home,Jakobsen,LURNO,Hjørnesofa,41067,,Brun,Macan 108 Wood,275,77,43,59,https://checkout.bohus.no/sofa/hjornesofa/lurno-hjornesofa-med-endeavslutning-14
320003,Jakobsen Lurno,Hjørnesofa med endeavslutning,Jakobsen Home,Jakobsen,LURNO,Hjørnesofa,41067,,Brun,Macan 16 Caramel,275,77,43,59,https://checkout.bohus.no/sofa/hjornesofa/lurno-hjornesofa-med-endeavslutning-15
320010,Jakobsen Lurno,Hjørnesofa med endeavslutning XL,Jakobsen Home,Jakobsen,LURNO,Hjørnesofa,43805,,Beige/natur,Macan 102 Ecru,310,77,43,59,https://checkout.bohus.no/sofa/hjornesofa/lurno-hjornesofa-med-endeavslutning-xl-4
320011,Jakobsen Lurno,Hjørnesofa med endeavslutning XL,Jakobsen Home,Jakobsen,LURNO,Hjørnesofa,43805,,Brun,Macan 108 Wood,310,77,43,59,https://checkout.bohus.no/sofa/hjornesofa/lurno-hjornesofa-med-endeavslutning-xl-5
320012,Jakobsen Lurno,Hjørnesofa med endeavslutning XL,Jakobsen Home,Jakobsen,LURNO,Hjørnesofa,43805,,Brun,Macan 16 Caramel,310,77,43,59,https://checkout.bohus.no/sofa/hjornesofa/lurno-hjornesofa-med-endeavslutning-xl-6
320018,Jakobsen Lurno,Hjørnesofa med endeavslutning XL,Jakobsen Home,Jakobsen,LURNO,Hjørnesofa,43805,,Beige/natur,Macan 102 Ecru,310,77,43,59,https://checkout.bohus.no/sofa/hjornesofa/lurno-hjornesofa-med-endeavslutning-xl-11
320019,Jakobsen Lurno,Hjørnesofa med endeavslutning XL,Jakobsen Home,Jakobsen,LURNO,Hjørnesofa,43805,,Brun,Macan 108 Wood,310,77,43,59,https://checkout.bohus.no/sofa/hjornesofa/lurno-hjornesofa-med-endeavslutning-xl-12
320020,Jakobsen Lurno,Hjørnesofa med endeavslutning XL,Jakobsen Home,Jakobsen,LURNO,Hjørnesofa,43805,,Brun,Macan 16 Caramel,310,77,43,59,https://checkout.bohus.no/sofa/hjornesofa/lurno-hjornesofa-med-endeavslutning-xl-13
320026,Jakobsen Lurno,Hjørnesofa,Jakobsen Home,Jakobsen,LURNO,Hjørnesofa,39545,,Beige/natur,Macan 102 Ecru,251,77,43,59,https://checkout.bohus.no/sofa/hjornesofa/lurno-hjornesofa-4
320027,Jakobsen Lurno,Hjørnesofa,Jakobsen Home,Jakobsen,LURNO,Hjørnesofa,39545,,Brun,Macan 108 Wood,251,77,43,59,https://checkout.bohus.no/sofa/hjornesofa/lurno-hjornesofa-5
320028,Jakobsen Lurno,Hjørnesofa,Jakobsen Home,Jakobsen,LURNO,Hjørnesofa,39545,,Brun,Macan 16 Caramel,251,77,43,59,https://checkout.bohus.no/sofa/hjornesofa/lurno-hjornesofa-6
320438,Formfin Free Lux,Hjørnesofa,Formfin,Formfin,FREE LUX,Hjørnesofa,65270,,Grå,Risør 804 Lys grå,287,82,46,52,https://checkout.bohus.no/sofa/hjornesofa/free-lux-hjornesofa-10
320439,Formfin Free Lux,Hjørnesofa,Formfin,Formfin,FREE LUX,Hjørnesofa,65270,,Hvit,Sara ecry,287,82,46,52,https://checkout.bohus.no/sofa/hjornesofa/free-lux-hjornesofa-11
320862,Vilmers Nordic,Hjørnesofa med endeavslutning,Vilmers,Vilmers,NORDIC,Hjørnesofa,49998,,Grønn,Dolomite Myrtle,282,82,45,55,https://checkout.bohus.no/sofa/hjornesofa/nordic-hjornesofa-med-endeavslutning-40
320985,Belmont,Hjørnesofa med sjeselong og endeavslutning,Dominari Grupe UAB,,BELMONT,Hjørnesofa,45999,,Hvit,Storm 02 Ecru,346,82,47,58,https://checkout.bohus.no/sofa/hjornesofa/belmont-hjornesofa-med-sjeselong-og-endeavslutning-13
320986,Belmont,Hjørnesofa med sjeselong og endeavslutning,Dominari Grupe UAB,,BELMONT,Hjørnesofa,45999,,Beige/natur,Storm 09 Beige,346,82,47,58,https://checkout.bohus.no/sofa/hjornesofa/belmont-hjornesofa-med-sjeselong-og-endeavslutning-14
320987,Belmont,Hjørnesofa med sjeselong og endeavslutning,Dominari Grupe UAB,,BELMONT,Hjørnesofa,45999,,Blå,Storm 71 Linblå,346,82,47,58,https://checkout.bohus.no/sofa/hjornesofa/belmont-hjornesofa-med-sjeselong-og-endeavslutning-15
320993,Belmont,Hjørnesofa med sjeselong og endeavslutning,Dominari Grupe UAB,,BELMONT,Hjørnesofa,45999,,Hvit,Storm 02 Ecru,346,82,47,58,https://checkout.bohus.no/sofa/hjornesofa/belmont-hjornesofa-med-sjeselong-og-endeavslutning-21
320994,Belmont,Hjørnesofa med sjeselong og endeavslutning,Dominari Grupe UAB,,BELMONT,Hjørnesofa,45999,,Beige/natur,Storm 09 Beige,346,82,47,58,https://checkout.bohus.no/sofa/hjornesofa/belmont-hjornesofa-med-sjeselong-og-endeavslutning-22
320995,Belmont,Hjørnesofa med sjeselong og endeavslutning,Dominari Grupe UAB,,BELMONT,Hjørnesofa,45999,,Blå,Storm 71 Linblå,346,82,47,58,https://checkout.bohus.no/sofa/hjornesofa/belmont-hjornesofa-med-sjeselong-og-endeavslutning-23
321069,Bohus Exclusive by Storm Storm Studio,Hjørnesofa med endeavslutning,Home Group Lithuania UAB,Bohus Exclusive by Storm Storm,STUDIO,Hjørnesofa,43440,,Beige/natur,Adore Liver 10,302,76,43,56,https://checkout.bohus.no/sofa/hjornesofa/studio-hjornesofa-med-endeavslutning-3
